experiment,item,condition,sentence,prompt,question_type,options,literal_response,config
filler,29,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The dealer shuffled the deck before distributing the cards..png?raw=true"" width=""442” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the cards receive someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,30,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The trainer filled a bag with ice for the injured client..png?raw=true"" width=""428” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the trainer receive someonesomething.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,31,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The cameraman was paid to follow a bridesmaid down the aisle with his camera..png?raw=true"" width=""578” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the cameraman volunteer to film someonesomething.png?raw=true"" width=""405” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,32,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The rioter stapled the sign to a bulletin board in the corridor..png?raw=true"" width=""480” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the rioter receive someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,33,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The paramedic helped an invalid into the brick building.png?raw=true"" width=""412” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the paramedic receive someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,34,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The trucker ordered a bartender to bring him a beer..png?raw=true"" width=""390” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the bartender receive someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,35,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The performer lifted the acrobat onto her shoulders gracefully..png?raw=true"" width=""472” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the acrobat receive someonesomething.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,36,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The archivist found a document dating back to the Nixon administration..png?raw=true"" width=""532” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the archivist receive someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,37,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The intern begged a programmer to edit the program because it was due the next day..png?raw=true"" width=""622” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the intern receive someonesomething.png?raw=true"" width=""308” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,38,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The surgeon called for a nurse to assist him with the operation..png?raw=true"" width=""480” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the nurse receive someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,39,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The beekeeper selected a honeycomb carefully from a hive of swarming bees..png?raw=true"" width=""555” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the beekeeper eat someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,40,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The Vikings raided a village in search of the warrior..png?raw=true"" width=""405” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the warrior receive someonesomething.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,41,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The jewelry-maker was commissioned by the millionaire..png?raw=true"" width=""405” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the millionaire receive someonesomething.png?raw=true"" width=""345” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,42,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The cheerleader was treated by a doctor who had been watching the game..png?raw=true"" width=""532” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the cheerleader call someonesomething.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,43,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The alum was offended by the solicitor because he asked very personal questions..png?raw=true"" width=""600” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the alum receive someonesomething.png?raw=true"" width=""292” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,44,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The astronaut accepted the mission..png?raw=true"" width=""262” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the astronaut receive someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,45,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The assistant xeroxed a file for the editor after sorting some papers..png?raw=true"" width=""525” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the assistant receive someonesomething.png?raw=true"" width=""330” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,46,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The coach encouraged the team to score in the last quarter..png?raw=true"" width=""442” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the coach receive someonesomething.png?raw=true"" width=""300” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,47,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The butcher cleaned a knife before he sliced the ham..png?raw=true"" width=""398” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the butcher receive someonesomething.png?raw=true"" width=""315” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
filler,48,filler,"<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_The sergeant assigned a locker to the private after the meeting..png?raw=true"" width=""480” height =""300"">","<img src=""https://sruiz-files.s3.us-east-2.amazonaws.com/comic_Did the sergeant receive someonesomething.png?raw=true"" width=""322” height =""300"">",multiple_choice,"<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicyes.png?raw=true"" width=""25” height =""25"">_<img src=""https://github.com/Shaunticlair/959-project/blob/main/comicno.png?raw=true"" width=""20” height =""30"">",No,
